Name;Web of Science Documents;Category Normalized Citation Impact;Times Cited;Highly Cited Papers;Publication Year
1 NATURAL SCIENCES;61;0,48;625;0;1980
1 NATURAL SCIENCES;72;0,45;792;0;1981
1 NATURAL SCIENCES;106;0,58;1498;0;1982
1 NATURAL SCIENCES;121;0,29;875;0;1983
1 NATURAL SCIENCES;129;0,39;1309;0;1984
1 NATURAL SCIENCES;159;0,31;1271;0;1985
1 NATURAL SCIENCES;203;0,44;2409;0;1986
1 NATURAL SCIENCES;185;0,36;1789;0;1987
1 NATURAL SCIENCES;199;0,53;2892;0;1988
1 NATURAL SCIENCES;213;0,55;3195;0;1989
1 NATURAL SCIENCES;226;0,94;6111;0;1990
1 NATURAL SCIENCES;260;0,54;4106;0;1991
1 NATURAL SCIENCES;286;0,70;6020;0;1992
1 NATURAL SCIENCES;381;0,73;8550;0;1993
1 NATURAL SCIENCES;393;0,76;9058;0;1994
1 NATURAL SCIENCES;430;0,86;11954;0;1995
1 NATURAL SCIENCES;441;0,86;12508;0;1996
1 NATURAL SCIENCES;468;0,70;10930;0;1997
1 NATURAL SCIENCES;524;0,80;14900;0;1998
1 NATURAL SCIENCES;600;0,96;19805;0;1999
1 NATURAL SCIENCES;599;0,93;20786;0;2000
1 NATURAL SCIENCES;567;0,88;17883;0;2001
1 NATURAL SCIENCES;583;0,79;16316;0;2002
1 NATURAL SCIENCES;717;0,82;20887;0;2003
1 NATURAL SCIENCES;693;0,90;25211;0;2004
1 NATURAL SCIENCES;735;0,79;19795;0;2005
1 NATURAL SCIENCES;807;1,06;27048;0;2006
1 NATURAL SCIENCES;843;1,02;27602;0;2007
1 NATURAL SCIENCES;900;0,97;30208;0;2008
1 NATURAL SCIENCES;974;1,12;30549;15;2009
1 NATURAL SCIENCES;1024;1,17;35457;17;2010
1 NATURAL SCIENCES;1283;1,25;37682;15;2011
1 NATURAL SCIENCES;1435;1,52;51127;26;2012
1 NATURAL SCIENCES;1330;1,21;29732;23;2013
1 NATURAL SCIENCES;1485;1,85;48425;51;2014
1 NATURAL SCIENCES;1495;1,38;27752;40;2015
1 NATURAL SCIENCES;1517;2,18;32940;44;2016
1 NATURAL SCIENCES;1397;1,28;12221;27;2017
1 NATURAL SCIENCES;1485;1,64;9474;46;2018
1 NATURAL SCIENCES;1443;1,40;1554;20;2019
1.01 Mathematics;6;0,42;49;0;1980
1.01 Mathematics;4;0,12;9;0;1981
1.01 Mathematics;6;1,48;184;0;1982
1.01 Mathematics;14;0,24;64;0;1983
1.01 Mathematics;12;0,96;213;0;1984
1.01 Mathematics;23;0,73;272;0;1985
1.01 Mathematics;21;0,77;332;0;1986
1.01 Mathematics;21;0,41;176;0;1987
1.01 Mathematics;19;0,96;357;0;1988
1.01 Mathematics;24;1,87;818;0;1989
1.01 Mathematics;21;0,99;374;0;1990
1.01 Mathematics;34;0,72;430;0;1991
1.01 Mathematics;25;0,61;301;0;1992
1.01 Mathematics;56;0,55;572;0;1993
1.01 Mathematics;47;0,56;531;0;1994
1.01 Mathematics;90;0,53;1004;0;1995
1.01 Mathematics;70;1,69;2344;0;1996
1.01 Mathematics;99;1,01;1902;0;1997
1.01 Mathematics;101;1,49;3151;0;1998
1.01 Mathematics;133;1,17;3282;0;1999
1.01 Mathematics;123;1,29;3330;0;2000
1.01 Mathematics;135;0,80;2194;0;2001
1.01 Mathematics;116;0,67;1529;0;2002
1.01 Mathematics;124;0,87;2092;0;2003
1.01 Mathematics;136;0,87;2712;0;2004
1.01 Mathematics;136;0,78;1856;0;2005
1.01 Mathematics;143;1,01;2364;0;2006
1.01 Mathematics;161;0,86;2148;0;2007
1.01 Mathematics;178;0,94;2221;0;2008
1.01 Mathematics;183;0,84;2082;0;2009
1.01 Mathematics;175;0,96;2041;1;2010
1.01 Mathematics;207;1,17;2680;1;2011
1.01 Mathematics;201;0,98;1833;2;2012
1.01 Mathematics;177;1,11;1525;2;2013
1.01 Mathematics;196;1,06;1412;2;2014
1.01 Mathematics;222;1,06;1347;2;2015
1.01 Mathematics;190;0,83;630;0;2016
1.01 Mathematics;176;1,11;541;1;2017
1.01 Mathematics;177;0,97;253;0;2018
1.01 Mathematics;189;1,19;89;1;2019
1.02 Computer and information sciences;1;0,09;2;0;1981
1.02 Computer and information sciences;4;0,70;45;0;1982
1.02 Computer and information sciences;2;0,89;27;0;1983
1.02 Computer and information sciences;1;6,90;102;0;1984
1.02 Computer and information sciences;4;0,72;18;0;1985
1.02 Computer and information sciences;2;0,00;0;0;1986
1.02 Computer and information sciences;6;0,83;93;0;1987
1.02 Computer and information sciences;5;1,56;133;0;1988
1.02 Computer and information sciences;11;3,11;645;0;1989
1.02 Computer and information sciences;7;1,29;159;0;1990
1.02 Computer and information sciences;16;0,26;66;0;1991
1.02 Computer and information sciences;10;1,82;322;0;1992
1.02 Computer and information sciences;17;1,62;517;0;1993
1.02 Computer and information sciences;23;1,36;553;0;1994
1.02 Computer and information sciences;31;1,80;1259;0;1995
1.02 Computer and information sciences;19;3,28;1498;0;1996
1.02 Computer and information sciences;41;1,64;1560;0;1997
1.02 Computer and information sciences;44;2,32;3007;0;1998
1.02 Computer and information sciences;73;1,64;2861;0;1999
1.02 Computer and information sciences;57;3,31;4940;0;2000
1.02 Computer and information sciences;59;1,47;2615;0;2001
1.02 Computer and information sciences;66;0,96;1691;0;2002
1.02 Computer and information sciences;131;1,29;3903;0;2003
1.02 Computer and information sciences;98;0,99;2511;0;2004
1.02 Computer and information sciences;128;0,74;1747;0;2005
1.02 Computer and information sciences;132;0,94;2331;0;2006
1.02 Computer and information sciences;87;1,51;3182;0;2007
1.02 Computer and information sciences;106;1,56;3827;0;2008
1.02 Computer and information sciences;131;2,41;7032;10;2009
1.02 Computer and information sciences;137;1,96;5515;7;2010
1.02 Computer and information sciences;131;2,60;6429;5;2011
1.02 Computer and information sciences;200;1,72;6131;4;2012
1.02 Computer and information sciences;176;1,79;4499;6;2013
1.02 Computer and information sciences;194;1,70;4478;9;2014
1.02 Computer and information sciences;189;1,95;4165;7;2015
1.02 Computer and information sciences;214;1,70;2829;7;2016
1.02 Computer and information sciences;154;2,16;1921;9;2017
1.02 Computer and information sciences;216;2,93;1804;14;2018
1.02 Computer and information sciences;205;2,44;354;6;2019
1.03 Physical sciences and astronomy;7;0,27;52;0;1980
1.03 Physical sciences and astronomy;3;0,29;22;0;1981
1.03 Physical sciences and astronomy;9;0,27;47;0;1982
1.03 Physical sciences and astronomy;4;0,11;11;0;1983
1.03 Physical sciences and astronomy;9;0,30;69;0;1984
1.03 Physical sciences and astronomy;10;0,33;82;0;1985
1.03 Physical sciences and astronomy;17;0,40;184;0;1986
1.03 Physical sciences and astronomy;12;0,58;183;0;1987
1.03 Physical sciences and astronomy;15;0,45;155;0;1988
1.03 Physical sciences and astronomy;21;0,43;226;0;1989
1.03 Physical sciences and astronomy;21;1,10;543;0;1990
1.03 Physical sciences and astronomy;35;0,71;592;0;1991
1.03 Physical sciences and astronomy;57;0,64;920;0;1992
1.03 Physical sciences and astronomy;51;0,60;793;0;1993
1.03 Physical sciences and astronomy;54;0,91;1168;0;1994
1.03 Physical sciences and astronomy;64;0,66;1103;0;1995
1.03 Physical sciences and astronomy;70;0,69;1515;0;1996
1.03 Physical sciences and astronomy;71;0,85;1521;0;1997
1.03 Physical sciences and astronomy;82;0,79;1812;0;1998
1.03 Physical sciences and astronomy;82;1,05;2364;0;1999
1.03 Physical sciences and astronomy;81;0,92;2298;0;2000
1.03 Physical sciences and astronomy;80;1,01;2257;0;2001
1.03 Physical sciences and astronomy;83;1,15;2770;0;2002
1.03 Physical sciences and astronomy;108;0,82;2652;0;2003
1.03 Physical sciences and astronomy;110;1,31;6948;0;2004
1.03 Physical sciences and astronomy;115;1,02;3252;0;2005
1.03 Physical sciences and astronomy;128;2,35;7941;0;2006
1.03 Physical sciences and astronomy;158;1,00;4210;0;2007
1.03 Physical sciences and astronomy;154;1,41;8986;0;2008
1.03 Physical sciences and astronomy;156;1,32;5140;2;2009
1.03 Physical sciences and astronomy;188;1,84;11702;5;2010
1.03 Physical sciences and astronomy;311;1,81;12222;7;2011
1.03 Physical sciences and astronomy;343;2,68;22167;12;2012
1.03 Physical sciences and astronomy;258;1,82;8243;10;2013
1.03 Physical sciences and astronomy;308;4,87;27417;33;2014
1.03 Physical sciences and astronomy;301;2,67;10587;21;2015
1.03 Physical sciences and astronomy;346;5,76;20347;31;2016
1.03 Physical sciences and astronomy;275;1,92;3733;8;2017
1.03 Physical sciences and astronomy;264;2,73;3846;25;2018
1.03 Physical sciences and astronomy;267;1,98;420;8;2019
1.04 Chemical sciences;33;0,34;233;0;1980
1.04 Chemical sciences;36;0,33;244;0;1981
1.04 Chemical sciences;53;0,45;470;0;1982
1.04 Chemical sciences;68;0,23;326;0;1983
1.04 Chemical sciences;71;0,22;343;0;1984
1.04 Chemical sciences;72;0,23;342;0;1985
1.04 Chemical sciences;85;0,42;754;0;1986
1.04 Chemical sciences;63;0,30;420;0;1987
1.04 Chemical sciences;76;0,34;527;0;1988
1.04 Chemical sciences;81;0,37;630;0;1989
1.04 Chemical sciences;71;0,51;781;0;1990
1.04 Chemical sciences;73;0,48;830;0;1991
1.04 Chemical sciences;80;0,62;1169;0;1992
1.04 Chemical sciences;123;0,77;2329;0;1993
1.04 Chemical sciences;115;0,72;1960;0;1994
1.04 Chemical sciences;111;0,90;2454;0;1995
1.04 Chemical sciences;120;0,71;2321;0;1996
1.04 Chemical sciences;117;0,82;2561;0;1997
1.04 Chemical sciences;133;0,99;3570;0;1998
1.04 Chemical sciences;134;1,05;4081;0;1999
1.04 Chemical sciences;153;0,98;4616;0;2000
1.04 Chemical sciences;134;1,20;5330;0;2001
1.04 Chemical sciences;139;0,92;4172;0;2002
1.04 Chemical sciences;147;0,89;4431;0;2003
1.04 Chemical sciences;149;1,03;5108;0;2004
1.04 Chemical sciences;177;0,92;5890;0;2005
1.04 Chemical sciences;156;0,91;4706;0;2006
1.04 Chemical sciences;171;1,08;6457;0;2007
1.04 Chemical sciences;169;0,86;4624;0;2008
1.04 Chemical sciences;200;1,00;6315;2;2009
1.04 Chemical sciences;199;0,95;6397;1;2010
1.04 Chemical sciences;262;0,95;7290;1;2011
1.04 Chemical sciences;216;1,10;7229;2;2012
1.04 Chemical sciences;251;0,95;5331;2;2013
1.04 Chemical sciences;257;1,01;5699;1;2014
1.04 Chemical sciences;289;0,81;4318;2;2015
1.04 Chemical sciences;280;0,90;3754;3;2016
1.04 Chemical sciences;264;0,92;2309;4;2017
1.04 Chemical sciences;305;0,86;1330;0;2018
1.04 Chemical sciences;283;0,75;217;0;2019
1.05 Earth and related environmental sciences;2;0,24;14;0;1980
1.05 Earth and related environmental sciences;7;1,09;190;0;1981
1.05 Earth and related environmental sciences;7;0,41;79;0;1982
1.05 Earth and related environmental sciences;8;0,63;132;0;1983
1.05 Earth and related environmental sciences;15;0,52;212;0;1984
1.05 Earth and related environmental sciences;12;0,36;115;0;1985
1.05 Earth and related environmental sciences;7;1,32;269;0;1986
1.05 Earth and related environmental sciences;14;1,06;428;0;1987
1.05 Earth and related environmental sciences;23;0,39;271;0;1988
1.05 Earth and related environmental sciences;20;1,18;514;0;1989
1.05 Earth and related environmental sciences;22;1,23;818;0;1990
1.05 Earth and related environmental sciences;32;0,76;734;0;1991
1.05 Earth and related environmental sciences;43;1,02;1442;0;1992
1.05 Earth and related environmental sciences;48;0,89;1423;0;1993
1.05 Earth and related environmental sciences;51;1,26;2179;0;1994
1.05 Earth and related environmental sciences;67;1,81;4157;0;1995
1.05 Earth and related environmental sciences;79;1,44;3775;0;1996
1.05 Earth and related environmental sciences;82;0,84;2570;0;1997
1.05 Earth and related environmental sciences;71;0,86;2313;0;1998
1.05 Earth and related environmental sciences;76;1,27;3823;0;1999
1.05 Earth and related environmental sciences;92;1,08;4180;0;2000
1.05 Earth and related environmental sciences;77;1,00;2996;0;2001
1.05 Earth and related environmental sciences;93;0,70;2691;0;2002
1.05 Earth and related environmental sciences;121;0,89;4304;0;2003
1.05 Earth and related environmental sciences;102;1,13;4721;0;2004
1.05 Earth and related environmental sciences;110;0,83;3545;0;2005
1.05 Earth and related environmental sciences;156;1,03;6061;0;2006
1.05 Earth and related environmental sciences;169;0,88;5909;0;2007
1.05 Earth and related environmental sciences;198;0,90;6388;0;2008
1.05 Earth and related environmental sciences;209;1,02;6733;0;2009
1.05 Earth and related environmental sciences;208;1,02;6275;1;2010
1.05 Earth and related environmental sciences;268;0,98;6732;3;2011
1.05 Earth and related environmental sciences;305;1,17;8257;4;2012
1.05 Earth and related environmental sciences;299;1,08;6796;2;2013
1.05 Earth and related environmental sciences;323;1,06;5715;4;2014
1.05 Earth and related environmental sciences;337;0,93;4336;3;2015
1.05 Earth and related environmental sciences;329;1,10;3818;4;2016
1.05 Earth and related environmental sciences;327;0,99;2193;3;2017
1.05 Earth and related environmental sciences;376;1,13;1419;2;2018
1.05 Earth and related environmental sciences;370;0,92;255;0;2019
1.06 Biological sciences;20;0,66;306;0;1980
1.06 Biological sciences;38;0,42;499;0;1981
1.06 Biological sciences;50;0,54;842;0;1982
1.06 Biological sciences;48;0,28;437;0;1983
1.06 Biological sciences;44;0,38;571;0;1984
1.06 Biological sciences;58;0,28;540;0;1985
1.06 Biological sciences;89;0,31;935;0;1986
1.06 Biological sciences;81;0,23;622;0;1987
1.06 Biological sciences;73;0,58;1569;0;1988
1.06 Biological sciences;75;0,38;1106;0;1989
1.06 Biological sciences;96;0,91;3701;0;1990
1.06 Biological sciences;82;0,47;1608;0;1991
1.06 Biological sciences;94;0,56;2222;0;1992
1.06 Biological sciences;121;0,63;3400;0;1993
1.06 Biological sciences;130;0,55;3104;0;1994
1.06 Biological sciences;112;0,49;2545;0;1995
1.06 Biological sciences;133;0,54;3160;0;1996
1.06 Biological sciences;109;0,46;2325;0;1997
1.06 Biological sciences;145;0,61;4151;0;1998
1.06 Biological sciences;172;0,79;6248;0;1999
1.06 Biological sciences;157;0,56;4752;0;2000
1.06 Biological sciences;137;0,67;4287;0;2001
1.06 Biological sciences;158;0,70;5257;0;2002
1.06 Biological sciences;155;0,64;5038;0;2003
1.06 Biological sciences;179;0,74;6513;0;2004
1.06 Biological sciences;147;0,79;5439;0;2005
1.06 Biological sciences;180;0,89;6653;0;2006
1.06 Biological sciences;193;1,14;8931;0;2007
1.06 Biological sciences;218;0,76;6606;0;2008
1.06 Biological sciences;227;0,93;6970;1;2009
1.06 Biological sciences;240;0,89;7311;3;2010
1.06 Biological sciences;275;1,01;7543;1;2011
1.06 Biological sciences;322;1,12;8701;3;2012
1.06 Biological sciences;313;0,98;6457;2;2013
1.06 Biological sciences;401;0,96;6963;4;2014
1.06 Biological sciences;334;1,01;4908;5;2015
1.06 Biological sciences;322;1,05;3769;1;2016
1.06 Biological sciences;377;1,16;3029;4;2017
1.06 Biological sciences;335;1,26;1449;5;2018
1.06 Biological sciences;319;1,50;342;5;2019
1.07 Other natural sciences;1;0,32;4;0;1982
1.07 Other natural sciences;1;1,49;32;0;1986
1.07 Other natural sciences;1;0,16;4;0;1987
1.07 Other natural sciences;2;1,47;61;0;1988
1.07 Other natural sciences;1;0,25;8;0;1991
1.07 Other natural sciences;1;0,28;7;0;1992
1.07 Other natural sciences;3;0,14;12;0;1993
1.07 Other natural sciences;2;0,27;17;0;1994
1.07 Other natural sciences;1;0,57;21;0;1995
1.07 Other natural sciences;1;0,19;6;0;1996
1.07 Other natural sciences;3;1,42;32;0;2000
1.07 Other natural sciences;3;8,69;31;0;2001
1.07 Other natural sciences;1;27,79;38;0;2002
1.07 Other natural sciences;1;3,02;278;0;2003
1.07 Other natural sciences;2;0,07;16;0;2004
1.07 Other natural sciences;1;0,17;10;0;2005
1.07 Other natural sciences;2;3,66;285;0;2007
1.07 Other natural sciences;2;1,65;134;0;2008
1.07 Other natural sciences;2;2,51;115;0;2010
1.07 Other natural sciences;3;0,37;50;0;2012
1.07 Other natural sciences;5;3,00;37;0;2013
1.07 Other natural sciences;3;0,49;27;0;2014
1.07 Other natural sciences;7;1,43;138;0;2015
1.07 Other natural sciences;11;0,75;84;0;2016
1.07 Other natural sciences;8;0,61;29;0;2017
1.07 Other natural sciences;8;4,10;100;1;2018
1.07 Other natural sciences;9;0,96;5;0;2019
2 ENGINEERING AND TECHNOLOGY;12;1,44;222;0;1980
2 ENGINEERING AND TECHNOLOGY;11;0,87;129;0;1981
2 ENGINEERING AND TECHNOLOGY;19;1,60;397;0;1982
2 ENGINEERING AND TECHNOLOGY;18;0,59;133;0;1983
2 ENGINEERING AND TECHNOLOGY;27;0,78;271;0;1984
2 ENGINEERING AND TECHNOLOGY;27;0,57;212;0;1985
2 ENGINEERING AND TECHNOLOGY;26;1,13;456;0;1986
2 ENGINEERING AND TECHNOLOGY;41;0,75;602;0;1987
2 ENGINEERING AND TECHNOLOGY;28;1,10;512;0;1988
2 ENGINEERING AND TECHNOLOGY;29;0,59;279;0;1989
2 ENGINEERING AND TECHNOLOGY;32;0,59;327;0;1990
2 ENGINEERING AND TECHNOLOGY;42;0,59;445;0;1991
2 ENGINEERING AND TECHNOLOGY;36;0,67;453;0;1992
2 ENGINEERING AND TECHNOLOGY;68;1,75;2178;0;1993
2 ENGINEERING AND TECHNOLOGY;64;1,36;1427;0;1994
2 ENGINEERING AND TECHNOLOGY;93;1,62;2816;0;1995
2 ENGINEERING AND TECHNOLOGY;88;1,02;1816;0;1996
2 ENGINEERING AND TECHNOLOGY;87;1,11;2006;0;1997
2 ENGINEERING AND TECHNOLOGY;101;1,13;2533;0;1998
2 ENGINEERING AND TECHNOLOGY;90;1,41;3006;0;1999
2 ENGINEERING AND TECHNOLOGY;112;1,96;5486;0;2000
2 ENGINEERING AND TECHNOLOGY;101;1,57;4205;0;2001
2 ENGINEERING AND TECHNOLOGY;99;1,50;3969;0;2002
2 ENGINEERING AND TECHNOLOGY;136;1,48;5570;0;2003
2 ENGINEERING AND TECHNOLOGY;143;1,22;4722;0;2004
2 ENGINEERING AND TECHNOLOGY;162;1,29;5790;0;2005
2 ENGINEERING AND TECHNOLOGY;217;1,07;6186;0;2006
2 ENGINEERING AND TECHNOLOGY;205;1,27;6979;0;2007
2 ENGINEERING AND TECHNOLOGY;237;1,18;6933;0;2008
2 ENGINEERING AND TECHNOLOGY;276;1,23;8239;3;2009
2 ENGINEERING AND TECHNOLOGY;320;1,05;8274;2;2010
2 ENGINEERING AND TECHNOLOGY;339;1,17;9187;5;2011
2 ENGINEERING AND TECHNOLOGY;426;1,43;11736;5;2012
2 ENGINEERING AND TECHNOLOGY;434;1,11;8350;2;2013
2 ENGINEERING AND TECHNOLOGY;483;0,96;7326;4;2014
2 ENGINEERING AND TECHNOLOGY;536;1,02;7478;7;2015
2 ENGINEERING AND TECHNOLOGY;506;1,05;5554;8;2016
2 ENGINEERING AND TECHNOLOGY;497;1,07;3886;6;2017
2 ENGINEERING AND TECHNOLOGY;518;1,32;2557;8;2018
2 ENGINEERING AND TECHNOLOGY;561;1,18;504;4;2019
2.01 Civil engineering;1;0,75;12;0;1991
2.01 Civil engineering;1;2,32;40;0;1994
2.01 Civil engineering;1;8,93;173;0;1995
2.01 Civil engineering;2;0,33;13;0;1996
2.01 Civil engineering;2;0,63;25;0;1998
2.01 Civil engineering;5;0,55;66;0;1999
2.01 Civil engineering;4;2,62;245;0;2000
2.01 Civil engineering;4;1,08;103;0;2001
2.01 Civil engineering;3;0,92;69;0;2002
2.01 Civil engineering;4;0,50;49;0;2003
2.01 Civil engineering;5;1,02;130;0;2004
2.01 Civil engineering;13;0,79;244;0;2005
